NAME,B19013_001E,state,county,year
"Pasco County, Florida",67384,12,101,2023
"Pinellas County, Florida",70293,12,103,2023
"Polk County, Florida",63644,12,105,2023
"Putnam County, Florida",47256,12,107,2023
"St. Johns County, Florida",106169,12,109,2023
"St. Lucie County, Florida",69027,12,111,2023
"Santa Rosa County, Florida",88968,12,113,2023
"Sarasota County, Florida",80633,12,115,2023
"Seminole County, Florida",83030,12,117,2023
"Sumter County, Florida",73297,12,119,2023
"Suwannee County, Florida",55479,12,121,2023
"Taylor County, Florida",44985,12,123,2023
"Union County, Florida",64922,12,125,2023
"Volusia County, Florida",66581,12,127,2023
"Wakulla County, Florida",74183,12,129,2023
"Walton County, Florida",79281,12,131,2023
"Washington County, Florida",52723,12,133,2023
"Appling County, Georgia",43728,13,001,2023
"Atkinson County, Georgia",38438,13,003,2023
"Bacon County, Georgia",50310,13,005,2023
"Baker County, Georgia",44405,13,007,2023
"Baldwin County, Georgia",55413,13,009,2023
"Banks County, Georgia",68830,13,011,2023
"Barrow County, Georgia",77477,13,013,2023
"Bartow County, Georgia",79431,13,015,2023
"Ben Hill County, Georgia",39081,13,017,2023
"Berrien County, Georgia",50414,13,019,2023
"Bibb County, Georgia",50747,13,021,2023
"Bleckley County, Georgia",53005,13,023,2023
"Brantley County, Georgia",47801,13,025,2023
"Brooks County, Georgia",47656,13,027,2023
"Bryan County, Georgia",94234,13,029,2023
"Bulloch County, Georgia",56832,13,031,2023
"Burke County, Georgia",50739,13,033,2023
"Butts County, Georgia",59221,13,035,2023
"Calhoun County, Georgia",55714,13,037,2023
"Camden County, Georgia",72399,13,039,2023
"Candler County, Georgia",50431,13,043,2023
"Carroll County, Georgia",72327,13,045,2023
"Catoosa County, Georgia",72425,13,047,2023
"Charlton County, Georgia",48534,13,049,2023
"Chatham County, Georgia",69575,13,051,2023
"Chattahoochee County, Georgia",59221,13,053,2023
"Chattooga County, Georgia",47785,13,055,2023
"Cherokee County, Georgia",105442,13,057,2023
"Clarke County, Georgia",52267,13,059,2023
"Clay County, Georgia",48715,13,061,2023
"Clayton County, Georgia",58507,13,063,2023
"Clinch County, Georgia",55549,13,065,2023
"Cobb County, Georgia",98712,13,067,2023
"Coffee County, Georgia",50175,13,069,2023
"Colquitt County, Georgia",49691,13,071,2023
"Columbia County, Georgia",96122,13,073,2023
"Cook County, Georgia",50133,13,075,2023
"Coweta County, Georgia",94142,13,077,2023
"Crawford County, Georgia",60905,13,079,2023
"Crisp County, Georgia",42745,13,081,2023
"Dade County, Georgia",58936,13,083,2023
"Dawson County, Georgia",88986,13,085,2023
"Decatur County, Georgia",50485,13,087,2023
"DeKalb County, Georgia",77683,13,089,2023
"Dodge County, Georgia",50152,13,091,2023
"Dooly County, Georgia",56545,13,093,2023
"Dougherty County, Georgia",46784,13,095,2023
"Douglas County, Georgia",80764,13,097,2023
"Early County, Georgia",53750,13,099,2023
"Echols County, Georgia",61723,13,101,2023
"Effingham County, Georgia",85465,13,103,2023
"Elbert County, Georgia",49727,13,105,2023
"Emanuel County, Georgia",50053,13,107,2023
"Evans County, Georgia",53908,13,109,2023
"Fannin County, Georgia",58073,13,111,2023
"Fayette County, Georgia",108986,13,113,2023
"Floyd County, Georgia",62540,13,115,2023
"Forsyth County, Georgia",138000,13,117,2023
"Franklin County, Georgia",52264,13,119,2023
"Fulton County, Georgia",91490,13,121,2023
"Gilmer County, Georgia",72542,13,123,2023
"Glascock County, Georgia",55250,13,125,2023
"Glynn County, Georgia",68546,13,127,2023
"Gordon County, Georgia",61997,13,129,2023
"Grady County, Georgia",54312,13,131,2023
"Greene County, Georgia",84530,13,133,2023
"Gwinnett County, Georgia",84823,13,135,2023
"Habersham County, Georgia",65622,13,137,2023
"Hall County, Georgia",77430,13,139,2023
"Hancock County, Georgia",33182,13,141,2023
"Haralson County, Georgia",65016,13,143,2023
"Harris County, Georgia",89184,13,145,2023
"Hart County, Georgia",57241,13,147,2023
"Heard County, Georgia",62907,13,149,2023
"Henry County, Georgia",81612,13,151,2023
"Houston County, Georgia",80743,13,153,2023
"Irwin County, Georgia",53915,13,155,2023
"Jackson County, Georgia",85012,13,157,2023
"Jasper County, Georgia",59574,13,159,2023
"Jeff Davis County, Georgia",40879,13,161,2023
"Jefferson County, Georgia",46561,13,163,2023
"Jenkins County, Georgia",36906,13,165,2023
"Johnson County, Georgia",54183,13,167,2023
"Jones County, Georgia",68259,13,169,2023
"Lamar County, Georgia",68457,13,171,2023
"Lanier County, Georgia",44361,13,173,2023
"Laurens County, Georgia",49705,13,175,2023
"Lee County, Georgia",88024,13,177,2023
"Liberty County, Georgia",59013,13,179,2023
"Lincoln County, Georgia",50688,13,181,2023
"Long County, Georgia",64747,13,183,2023
"Lowndes County, Georgia",55887,13,185,2023
"Lumpkin County, Georgia",72388,13,187,2023
"McDuffie County, Georgia",54058,13,189,2023
"McIntosh County, Georgia",50348,13,191,2023
"Macon County, Georgia",37177,13,193,2023
"Madison County, Georgia",58784,13,195,2023
"Marion County, Georgia",50484,13,197,2023
"Meriwether County, Georgia",56458,13,199,2023
"Miller County, Georgia",58407,13,201,2023
"Mitchell County, Georgia",51908,13,205,2023
"Monroe County, Georgia",82863,13,207,2023
"Montgomery County, Georgia",51188,13,209,2023
"Morgan County, Georgia",85692,13,211,2023
"Murray County, Georgia",67880,13,213,2023
"Muscogee County, Georgia",56622,13,215,2023
"Newton County, Georgia",73732,13,217,2023
"Oconee County, Georgia",115925,13,219,2023
"Oglethorpe County, Georgia",69784,13,221,2023
"Paulding County, Georgia",94557,13,223,2023
"Peach County, Georgia",68365,13,225,2023
"Pickens County, Georgia",75293,13,227,2023
"Pierce County, Georgia",56691,13,229,2023
"Pike County, Georgia",84184,13,231,2023
"Polk County, Georgia",55308,13,233,2023
"Pulaski County, Georgia",47688,13,235,2023
"Putnam County, Georgia",64163,13,237,2023
"Quitman County, Georgia",36838,13,239,2023
"Rabun County, Georgia",61466,13,241,2023
"Randolph County, Georgia",25425,13,243,2023
"Richmond County, Georgia",53197,13,245,2023
"Rockdale County, Georgia",72349,13,247,2023
"Schley County, Georgia",59647,13,249,2023
"Screven County, Georgia",53017,13,251,2023
"Seminole County, Georgia",49559,13,253,2023
"Spalding County, Georgia",60217,13,255,2023
"Stephens County, Georgia",52264,13,257,2023
"Stewart County, Georgia",35000,13,259,2023
"Sumter County, Georgia",41877,13,261,2023
"Talbot County, Georgia",45098,13,263,2023
"Taliaferro County, Georgia",48036,13,265,2023
"Tattnall County, Georgia",52351,13,267,2023
"Taylor County, Georgia",41743,13,269,2023
"Telfair County, Georgia",44948,13,271,2023
"Terrell County, Georgia",43812,13,273,2023
"Thomas County, Georgia",60140,13,275,2023
"Tift County, Georgia",53165,13,277,2023
"Toombs County, Georgia",54130,13,279,2023
"Towns County, Georgia",58400,13,281,2023
"Treutlen County, Georgia",43750,13,283,2023
"Troup County, Georgia",54905,13,285,2023
"Turner County, Georgia",39565,13,287,2023
"Twiggs County, Georgia",55439,13,289,2023
"Union County, Georgia",65697,13,291,2023
"Upson County, Georgia",50904,13,293,2023
"Walker County, Georgia",55887,13,295,2023
"Walton County, Georgia",82381,13,297,2023
"Ware County, Georgia",44833,13,299,2023
"Warren County, Georgia",46776,13,301,2023
"Washington County, Georgia",44009,13,303,2023
"Wayne County, Georgia",49562,13,305,2023
"Webster County, Georgia",40764,13,307,2023
"Wheeler County, Georgia",45262,13,309,2023
"White County, Georgia",69747,13,311,2023
"Whitfield County, Georgia",64262,13,313,2023
"Wilcox County, Georgia",48036,13,315,2023
"Wilkes County, Georgia",52542,13,317,2023
"Wilkinson County, Georgia",46673,13,319,2023
"Worth County, Georgia",57201,13,321,2023
"Hawaii County, Hawaii",77215,15,001,2023
"Honolulu County, Hawaii",104264,15,003,2023
"Kalawao County, Hawaii",86250,15,005,2023
"Kauai County, Hawaii",93612,15,007,2023
"Maui County, Hawaii",95076,15,009,2023
"Ada County, Idaho",88907,16,001,2023
"Adams County, Idaho",59286,16,003,2023
"Bannock County, Idaho",64080,16,005,2023
"Bear Lake County, Idaho",67304,16,007,2023
"Benewah County, Idaho",56553,16,009,2023
"Bingham County, Idaho",76842,16,011,2023
"Blaine County, Idaho",84470,16,013,2023
"Boise County, Idaho",77349,16,015,2023
"Bonner County, Idaho",65168,16,017,2023
"Bonneville County, Idaho",76646,16,019,2023
"Boundary County, Idaho",62438,16,021,2023
"Butte County, Idaho",43281,16,023,2023
"Camas County, Idaho",55536,16,025,2023
"Canyon County, Idaho",72355,16,027,2023
"Caribou County, Idaho",66653,16,029,2023
"Cassia County, Idaho",67042,16,031,2023
"Clark County, Idaho",52083,16,033,2023
"Clearwater County, Idaho",57961,16,035,2023
"Custer County, Idaho",56957,16,037,2023
"Elmore County, Idaho",58976,16,039,2023
"Franklin County, Idaho",65991,16,041,2023
"Fremont County, Idaho",72767,16,043,2023
"Gem County, Idaho",66245,16,045,2023
"Gooding County, Idaho",62395,16,047,2023
"Idaho County, Idaho",60975,16,049,2023
"Jefferson County, Idaho",82952,16,051,2023
"Jerome County, Idaho",69338,16,053,2023
"Kootenai County, Idaho",77034,16,055,2023
"Latah County, Idaho",65179,16,057,2023
"Lemhi County, Idaho",52057,16,059,2023
"Lewis County, Idaho",49643,16,061,2023
"Lincoln County, Idaho",66038,16,063,2023
"Madison County, Idaho",58259,16,065,2023
"Minidoka County, Idaho",70060,16,067,2023
"Nez Perce County, Idaho",71466,16,069,2023
"Oneida County, Idaho",72563,16,071,2023
"Owyhee County, Idaho",59773,16,073,2023
"Payette County, Idaho",65723,16,075,2023
"Power County, Idaho",59760,16,077,2023
"Shoshone County, Idaho",49975,16,079,2023
"Teton County, Idaho",90740,16,081,2023
"Twin Falls County, Idaho",65338,16,083,2023
"Valley County, Idaho",76125,16,085,2023
"Washington County, Idaho",53608,16,087,2023
"Adams County, Illinois",64962,17,001,2023
"Alexander County, Illinois",43523,17,003,2023
"Bond County, Illinois",61603,17,005,2023
"Boone County, Illinois",81638,17,007,2023
"Brown County, Illinois",72288,17,009,2023
"Bureau County, Illinois",65894,17,011,2023
"Calhoun County, Illinois",92095,17,013,2023
"Carroll County, Illinois",60871,17,015,2023
"Cass County, Illinois",64907,17,017,2023
"Champaign County, Illinois",63091,17,019,2023
"Christian County, Illinois",59253,17,021,2023
"Clark County, Illinois",70625,17,023,2023
"Clay County, Illinois",57266,17,025,2023
"Clinton County, Illinois",82314,17,027,2023
"Coles County, Illinois",56040,17,029,2023
"Cook County, Illinois",81797,17,031,2023
"Crawford County, Illinois",67614,17,033,2023
"Cumberland County, Illinois",69826,17,035,2023
"DeKalb County, Illinois",69022,17,037,2023
"De Witt County, Illinois",64802,17,039,2023
"Douglas County, Illinois",74186,17,041,2023
"DuPage County, Illinois",110502,17,043,2023
"Edgar County, Illinois",56909,17,045,2023
"Edwards County, Illinois",59386,17,047,2023
"Effingham County, Illinois",75380,17,049,2023
"Fayette County, Illinois",57113,17,051,2023
"Ford County, Illinois",60782,17,053,2023
"Franklin County, Illinois",53471,17,055,2023
"Fulton County, Illinois",58617,17,057,2023
"Gallatin County, Illinois",54626,17,059,2023
"Greene County, Illinois",60976,17,061,2023
"Grundy County, Illinois",93060,17,063,2023
"Hamilton County, Illinois",61520,17,065,2023
"Hancock County, Illinois",65044,17,067,2023
"Hardin County, Illinois",57155,17,069,2023
"Henderson County, Illinois",65651,17,071,2023
"Henry County, Illinois",69912,17,073,2023
"Iroquois County, Illinois",62439,17,075,2023
"Jackson County, Illinois",45572,17,077,2023
"Jasper County, Illinois",71094,17,079,2023
"Jefferson County, Illinois",61102,17,081,2023
"Jersey County, Illinois",79104,17,083,2023
"Jo Daviess County, Illinois",74954,17,085,2023
"Johnson County, Illinois",65203,17,087,2023
"Kane County, Illinois",100678,17,089,2023
"Kankakee County, Illinois",68325,17,091,2023
"Kendall County, Illinois",110474,17,093,2023
"Knox County, Illinois",53291,17,095,2023
"Lake County, Illinois",108917,17,097,2023
"LaSalle County, Illinois",72281,17,099,2023
"Lawrence County, Illinois",53438,17,101,2023
"Lee County, Illinois",68459,17,103,2023
"Livingston County, Illinois",70796,17,105,2023
"Logan County, Illinois",64188,17,107,2023
"McDonough County, Illinois",50434,17,109,2023
"McHenry County, Illinois",102836,17,111,2023
"McLean County, Illinois",78329,17,113,2023
"Macon County, Illinois",62449,17,115,2023
"Macoupin County, Illinois",68518,17,117,2023
"Madison County, Illinois",74800,17,119,2023
"Marion County, Illinois",60839,17,121,2023
"Marshall County, Illinois",69818,17,123,2023
"Mason County, Illinois",62127,17,125,2023
"Massac County, Illinois",62584,17,127,2023
"Menard County, Illinois",81334,17,129,2023
"Mercer County, Illinois",71710,17,131,2023
"Monroe County, Illinois",101635,17,133,2023
"Montgomery County, Illinois",61863,17,135,2023
"Morgan County, Illinois",65175,17,137,2023
"Moultrie County, Illinois",71676,17,139,2023
"Ogle County, Illinois",79244,17,141,2023
"Peoria County, Illinois",64938,17,143,2023
"Perry County, Illinois",59286,17,145,2023
"Piatt County, Illinois",87516,17,147,2023
"Pike County, Illinois",58029,17,149,2023
"Pope County, Illinois",62500,17,151,2023
"Pulaski County, Illinois",43227,17,153,2023
"Putnam County, Illinois",77526,17,155,2023
"Randolph County, Illinois",68870,17,157,2023
"Richland County, Illinois",60404,17,159,2023
"Rock Island County, Illinois",66768,17,161,2023
"St. Clair County, Illinois",70178,17,163,2023
"Saline County, Illinois",54945,17,165,2023
"Sangamon County, Illinois",74114,17,167,2023
"Schuyler County, Illinois",66059,17,169,2023
"Scott County, Illinois",73013,17,171,2023
"Shelby County, Illinois",68457,17,173,2023
"Stark County, Illinois",62284,17,175,2023
"Stephenson County, Illinois",61943,17,177,2023
"Tazewell County, Illinois",76704,17,179,2023
"Union County, Illinois",56420,17,181,2023
"Vermilion County, Illinois",54537,17,183,2023
"Wabash County, Illinois",53650,17,185,2023
"Warren County, Illinois",64650,17,187,2023
"Washington County, Illinois",75652,17,189,2023
"Wayne County, Illinois",53107,17,191,2023
"White County, Illinois",53097,17,193,2023
"Whiteside County, Illinois",64536,17,195,2023
"Will County, Illinois",107799,17,197,2023
"Williamson County, Illinois",65521,17,199,2023
"Winnebago County, Illinois",64363,17,201,2023
"Woodford County, Illinois",85629,17,203,2023
"Adams County, Indiana",63128,18,001,2023
"Allen County, Indiana",68839,18,003,2023
"Bartholomew County, Indiana",80365,18,005,2023
"Benton County, Indiana",61811,18,007,2023
"Blackford County, Indiana",47560,18,009,2023
"Boone County, Indiana",104865,18,011,2023
"Brown County, Indiana",72644,18,013,2023
"Carroll County, Indiana",64003,18,015,2023
"Cass County, Indiana",56525,18,017,2023
"Clark County, Indiana",72298,18,019,2023
"Clay County, Indiana",67676,18,021,2023
"Clinton County, Indiana",63690,18,023,2023
"Crawford County, Indiana",48993,18,025,2023
"Daviess County, Indiana",68561,18,027,2023
"Dearborn County, Indiana",82693,18,029,2023
"Decatur County, Indiana",74228,18,031,2023
"DeKalb County, Indiana",70080,18,033,2023
"Delaware County, Indiana",56932,18,035,2023
"Dubois County, Indiana",71918,18,037,2023
"Elkhart County, Indiana",65617,18,039,2023
"Fayette County, Indiana",56659,18,041,2023
"Floyd County, Indiana",78179,18,043,2023
"Fountain County, Indiana",62526,18,045,2023
"Franklin County, Indiana",79702,18,047,2023
"Fulton County, Indiana",62878,18,049,2023
"Gibson County, Indiana",67763,18,051,2023
"Grant County, Indiana",54007,18,053,2023
"Greene County, Indiana",59753,18,055,2023
"Hamilton County, Indiana",117957,18,057,2023
"Hancock County, Indiana",91326,18,059,2023
"Harrison County, Indiana",72468,18,061,2023
"Hendricks County, Indiana",99988,18,063,2023
"Henry County, Indiana",60144,18,065,2023
"Howard County, Indiana",62496,18,067,2023
"Huntington County, Indiana",62734,18,069,2023
"Jackson County, Indiana",70208,18,071,2023
"Jasper County, Indiana",79634,18,073,2023
"Jay County, Indiana",54114,18,075,2023
"Jefferson County, Indiana",59987,18,077,2023
"Jennings County, Indiana",68476,18,079,2023
"Johnson County, Indiana",87227,18,081,2023
"Knox County, Indiana",58863,18,083,2023
"Kosciusko County, Indiana",73922,18,085,2023
"LaGrange County, Indiana",83741,18,087,2023
"Lake County, Indiana",68985,18,089,2023
"LaPorte County, Indiana",70452,18,091,2023
"Lawrence County, Indiana",65551,18,093,2023
"Madison County, Indiana",62632,18,095,2023
"Marion County, Indiana",63450,18,097,2023
"Marshall County, Indiana",68041,18,099,2023
"Martin County, Indiana",65345,18,101,2023
"Miami County, Indiana",61130,18,103,2023
"Monroe County, Indiana",63372,18,105,2023
"Montgomery County, Indiana",66571,18,107,2023
"Morgan County, Indiana",79088,18,109,2023
"Newton County, Indiana",68596,18,111,2023
"Noble County, Indiana",70908,18,113,2023
"Ohio County, Indiana",67942,18,115,2023
"Orange County, Indiana",64758,18,117,2023
"Owen County, Indiana",59586,18,119,2023
"Parke County, Indiana",66776,18,121,2023
"Perry County, Indiana",61099,18,123,2023
"Pike County, Indiana",66250,18,125,2023
"Porter County, Indiana",85828,18,127,2023
"Posey County, Indiana",79124,18,129,2023
"Pulaski County, Indiana",59956,18,131,2023
"Putnam County, Indiana",76182,18,133,2023
"Randolph County, Indiana",61121,18,135,2023
"Ripley County, Indiana",71084,18,137,2023
"Rush County, Indiana",64393,18,139,2023
"St. Joseph County, Indiana",64885,18,141,2023
"Scott County, Indiana",54583,18,143,2023
"Shelby County, Indiana",71301,18,145,2023
"Spencer County, Indiana",70890,18,147,2023
"Starke County, Indiana",62933,18,149,2023
"Steuben County, Indiana",71483,18,151,2023
"Sullivan County, Indiana",54985,18,153,2023
"Switzerland County, Indiana",65148,18,155,2023
"Tippecanoe County, Indiana",58622,18,157,2023
"Tipton County, Indiana",78309,18,159,2023
"Union County, Indiana",79500,18,161,2023
"Vanderburgh County, Indiana",60938,18,163,2023
"Vermillion County, Indiana",59363,18,165,2023
"Vigo County, Indiana",52525,18,167,2023
"Wabash County, Indiana",68414,18,169,2023
"Warren County, Indiana",74635,18,171,2023
"Warrick County, Indiana",95027,18,173,2023
"Washington County, Indiana",61358,18,175,2023
"Wayne County, Indiana",56652,18,177,2023
"Wells County, Indiana",69741,18,179,2023
"White County, Indiana",66143,18,181,2023
"Whitley County, Indiana",75790,18,183,2023
"Adair County, Iowa",66176,19,001,2023
"Adams County, Iowa",68828,19,003,2023
"Allamakee County, Iowa",66000,19,005,2023
"Appanoose County, Iowa",51146,19,007,2023
"Audubon County, Iowa",54152,19,009,2023
"Benton County, Iowa",84742,19,011,2023
"Black Hawk County, Iowa",64581,19,013,2023
"Boone County, Iowa",79741,19,015,2023
"Bremer County, Iowa",83343,19,017,2023
"Buchanan County, Iowa",78430,19,019,2023
"Buena Vista County, Iowa",66564,19,021,2023
"Butler County, Iowa",69651,19,023,2023
"Calhoun County, Iowa",66875,19,025,2023
"Carroll County, Iowa",68528,19,027,2023
"Cass County, Iowa",61657,19,029,2023
"Cedar County, Iowa",79080,19,031,2023
"Cerro Gordo County, Iowa",65537,19,033,2023
"Cherokee County, Iowa",64478,19,035,2023
"Chickasaw County, Iowa",73421,19,037,2023
"Clarke County, Iowa",66821,19,039,2023
"Clay County, Iowa",64082,19,041,2023
"Clayton County, Iowa",62326,19,043,2023
"Clinton County, Iowa",65177,19,045,2023
"Crawford County, Iowa",65039,19,047,2023
"Dallas County, Iowa",102349,19,049,2023
"Davis County, Iowa",79505,19,051,2023
"Decatur County, Iowa",57146,19,053,2023
"Delaware County, Iowa",76205,19,055,2023
"Des Moines County, Iowa",60662,19,057,2023
"Dickinson County, Iowa",74570,19,059,2023
"Dubuque County, Iowa",75919,19,061,2023
"Emmet County, Iowa",65181,19,063,2023
"Fayette County, Iowa",58764,19,065,2023
"Floyd County, Iowa",64500,19,067,2023
"Franklin County, Iowa",63648,19,069,2023
"Fremont County, Iowa",73750,19,071,2023
"Greene County, Iowa",59159,19,073,2023
"Grundy County, Iowa",83617,19,075,2023
"Guthrie County, Iowa",79981,19,077,2023
"Hamilton County, Iowa",71750,19,079,2023
"Hancock County, Iowa",70212,19,081,2023
"Hardin County, Iowa",64906,19,083,2023
"Harrison County, Iowa",77027,19,085,2023
"Henry County, Iowa",64604,19,087,2023
"Howard County, Iowa",67336,19,089,2023
"Humboldt County, Iowa",66994,19,091,2023
"Ida County, Iowa",62841,19,093,2023
"Iowa County, Iowa",72185,19,095,2023
"Jackson County, Iowa",71605,19,097,2023
"Jasper County, Iowa",70128,19,099,2023
"Jefferson County, Iowa",56824,19,101,2023
"Johnson County, Iowa",74721,19,103,2023
"Jones County, Iowa",73071,19,105,2023
"Keokuk County, Iowa",60856,19,107,2023
"Kossuth County, Iowa",65656,19,109,2023
"Lee County, Iowa",59803,19,111,2023
"Linn County, Iowa",76421,19,113,2023
"Louisa County, Iowa",80223,19,115,2023
"Lucas County, Iowa",67921,19,117,2023
"Lyon County, Iowa",72881,19,119,2023
"Madison County, Iowa",89542,19,121,2023
"Mahaska County, Iowa",69019,19,123,2023
"Marion County, Iowa",78059,19,125,2023
"Marshall County, Iowa",72785,19,127,2023
"Mills County, Iowa",87810,19,129,2023
"Mitchell County, Iowa",68704,19,131,2023
"Monona County, Iowa",62944,19,133,2023
"Monroe County, Iowa",72518,19,135,2023
"Montgomery County, Iowa",63190,19,137,2023
"Muscatine County, Iowa",69512,19,139,2023
"O'Brien County, Iowa",68216,19,141,2023
"Osceola County, Iowa",69138,19,143,2023
"Page County, Iowa",57752,19,145,2023
"Palo Alto County, Iowa",68963,19,147,2023
"Plymouth County, Iowa",81600,19,149,2023
"Pocahontas County, Iowa",63423,19,151,2023
"Polk County, Iowa",81621,19,153,2023
"Pottawattamie County, Iowa",71446,19,155,2023
"Poweshiek County, Iowa",64837,19,157,2023
"Ringgold County, Iowa",69821,19,159,2023
"Sac County, Iowa",70991,19,161,2023
"Scott County, Iowa",76363,19,163,2023
"Shelby County, Iowa",67690,19,165,2023
"Sioux County, Iowa",84736,19,167,2023
"Story County, Iowa",69006,19,169,2023
"Tama County, Iowa",67955,19,171,2023
"Taylor County, Iowa",67279,19,173,2023
"Union County, Iowa",56813,19,175,2023
"Van Buren County, Iowa",60183,19,177,2023
"Wapello County, Iowa",60034,19,179,2023
"Warren County, Iowa",92990,19,181,2023
"Washington County, Iowa",71339,19,183,2023
"Wayne County, Iowa",59118,19,185,2023
"Webster County, Iowa",68054,19,187,2023
"Winnebago County, Iowa",63719,19,189,2023
"Winneshiek County, Iowa",75652,19,191,2023
"Woodbury County, Iowa",70147,19,193,2023
"Worth County, Iowa",76875,19,195,2023
"Wright County, Iowa",64033,19,197,2023
"Allen County, Kansas",57618,20,001,2023
"Anderson County, Kansas",64925,20,003,2023
"Atchison County, Kansas",62164,20,005,2023
"Barber County, Kansas",57615,20,007,2023
"Barton County, Kansas",56733,20,009,2023
"Bourbon County, Kansas",67555,20,011,2023
"Brown County, Kansas",58886,20,013,2023
"Butler County, Kansas",80375,20,015,2023
"Chase County, Kansas",54518,20,017,2023
"Chautauqua County, Kansas",54592,20,019,2023
"Cherokee County, Kansas",58274,20,021,2023
"Cheyenne County, Kansas",55765,20,023,2023
"Clark County, Kansas",65515,20,025,2023
"Clay County, Kansas",63136,20,027,2023
"Cloud County, Kansas",57333,20,029,2023
"Coffey County, Kansas",67377,20,031,2023
"Comanche County, Kansas",49417,20,033,2023
"Cowley County, Kansas",58263,20,035,2023
"Crawford County, Kansas",50311,20,037,2023
"Decatur County, Kansas",52030,20,039,2023
"Dickinson County, Kansas",67982,20,041,2023
"Doniphan County, Kansas",72833,20,043,2023
"Douglas County, Kansas",68756,20,045,2023
"Edwards County, Kansas",53792,20,047,2023
"Elk County, Kansas",56087,20,049,2023
"Ellis County, Kansas",59889,20,051,2023
"Ellsworth County, Kansas",66792,20,053,2023
"Finney County, Kansas",72437,20,055,2023
"Ford County, Kansas",70495,20,057,2023
"Franklin County, Kansas",72142,20,059,2023
"Geary County, Kansas",57344,20,061,2023
"Gove County, Kansas",63203,20,063,2023
"Graham County, Kansas",52909,20,065,2023
"Grant County, Kansas",72484,20,067,2023
"Gray County, Kansas",77885,20,069,2023
"Greeley County, Kansas",78819,20,071,2023
"Greenwood County, Kansas",58276,20,073,2023
"Hamilton County, Kansas",61929,20,075,2023
"Harper County, Kansas",55417,20,077,2023
"Harvey County, Kansas",73269,20,079,2023
"Haskell County, Kansas",69138,20,081,2023
"Hodgeman County, Kansas",63125,20,083,2023
"Jackson County, Kansas",72703,20,085,2023
"Jefferson County, Kansas",77393,20,087,2023
"Jewell County, Kansas",52344,20,089,2023
"Johnson County, Kansas",107261,20,091,2023
"Kearny County, Kansas",74135,20,093,2023
"Kingman County, Kansas",59819,20,095,2023
"Kiowa County, Kansas",73214,20,097,2023
"Labette County, Kansas",55439,20,099,2023
"Lane County, Kansas",53042,20,101,2023
"Leavenworth County, Kansas",86906,20,103,2023
"Lincoln County, Kansas",53546,20,105,2023
"Linn County, Kansas",59200,20,107,2023
"Logan County, Kansas",71389,20,109,2023
"Lyon County, Kansas",59078,20,111,2023
"McPherson County, Kansas",77701,20,113,2023
"Marion County, Kansas",63438,20,115,2023
"Marshall County, Kansas",70828,20,117,2023
"Meade County, Kansas",74868,20,119,2023
"Miami County, Kansas",88000,20,121,2023
"Mitchell County, Kansas",58233,20,123,2023
"Montgomery County, Kansas",53242,20,125,2023
"Morris County, Kansas",56716,20,127,2023
"Morton County, Kansas",65625,20,129,2023
"Nemaha County, Kansas",77375,20,131,2023
"Neosho County, Kansas",55704,20,133,2023
"Ness County, Kansas",66107,20,135,2023
"Norton County, Kansas",50305,20,137,2023
"Osage County, Kansas",70216,20,139,2023
"Osborne County, Kansas",59408,20,141,2023
"Ottawa County, Kansas",76755,20,143,2023
"Pawnee County, Kansas",63625,20,145,2023
"Phillips County, Kansas",61235,20,147,2023
"Pottawatomie County, Kansas",87694,20,149,2023
"Pratt County, Kansas",64348,20,151,2023
"Rawlins County, Kansas",65000,20,153,2023
"Reno County, Kansas",60498,20,155,2023
"Republic County, Kansas",53611,20,157,2023
"Rice County, Kansas",63947,20,159,2023
"Riley County, Kansas",59560,20,161,2023
"Rooks County, Kansas",61596,20,163,2023
"Rush County, Kansas",60288,20,165,2023
"Russell County, Kansas",53902,20,167,2023
"Saline County, Kansas",63316,20,169,2023
"Scott County, Kansas",67788,20,171,2023
"Sedgwick County, Kansas",67675,20,173,2023
"Seward County, Kansas",62269,20,175,2023
"Shawnee County, Kansas",66043,20,177,2023
"Sheridan County, Kansas",70000,20,179,2023
"Sherman County, Kansas",64444,20,181,2023
"Smith County, Kansas",57024,20,183,2023
"Stafford County, Kansas",63786,20,185,2023
"Stanton County, Kansas",70361,20,187,2023
"Stevens County, Kansas",61909,20,189,2023
"Sumner County, Kansas",60348,20,191,2023
"Thomas County, Kansas",73575,20,193,2023
"Trego County, Kansas",73375,20,195,2023
"Wabaunsee County, Kansas",70536,20,197,2023
"Wallace County, Kansas",60263,20,199,2023
"Washington County, Kansas",62452,20,201,2023
"Wichita County, Kansas",71282,20,203,2023
"Wilson County, Kansas",57056,20,205,2023
"Woodson County, Kansas",48152,20,207,2023
"Wyandotte County, Kansas",60582,20,209,2023
"Adair County, Kentucky",50316,21,001,2023
"Allen County, Kentucky",59029,21,003,2023
"Anderson County, Kentucky",71747,21,005,2023
"Ballard County, Kentucky",64740,21,007,2023
"Barren County, Kentucky",49171,21,009,2023
"Bath County, Kentucky",54128,21,011,2023
"Bell County, Kentucky",32403,21,013,2023
"Boone County, Kentucky",94752,21,015,2023
"Bourbon County, Kentucky",56322,21,017,2023
"Boyd County, Kentucky",60659,21,019,2023
"Boyle County, Kentucky",61635,21,021,2023
"Bracken County, Kentucky",59521,21,023,2023
"Breathitt County, Kentucky",41101,21,025,2023
