NAME,B19013_001E,state,county,year
"Stark County, North Dakota",72045,38,089,2019
"Wells County, North Dakota",57582,38,103,2019
"Burke County, North Dakota",77232,38,013,2019
"Mountrail County, North Dakota",72147,38,061,2019
"Williams County, North Dakota",87161,38,105,2019
"Billings County, North Dakota",75208,38,007,2019
"Kidder County, North Dakota",54643,38,043,2019
"Cavalier County, North Dakota",64798,38,019,2019
"Grant County, North Dakota",50938,38,037,2019
"McHenry County, North Dakota",64179,38,049,2019
"Steele County, North Dakota",70724,38,091,2019
"Benson County, North Dakota",47667,38,005,2019
"LaMoure County, North Dakota",60806,38,045,2019
"Morton County, North Dakota",70556,38,059,2019
"Dunn County, North Dakota",76719,38,025,2019
"McIntosh County, North Dakota",52587,38,051,2019
"Nelson County, North Dakota",52039,38,063,2019
"Rolette County, North Dakota",43158,38,079,2019
"Walsh County, North Dakota",55700,38,099,2019
"Bottineau County, North Dakota",60381,38,009,2019
"Barnes County, North Dakota",58365,38,003,2019
"Grand Forks County, North Dakota",54051,38,035,2019
"McKenzie County, North Dakota",77845,38,053,2019
"McLean County, North Dakota",68529,38,055,2019
"Pierce County, North Dakota",55660,38,069,2019
"Renville County, North Dakota",73182,38,075,2019
"Bowman County, North Dakota",62442,38,011,2019
"Burleigh County, North Dakota",71524,38,015,2019
"Logan County, North Dakota",59375,38,047,2019
"Oliver County, North Dakota",78929,38,065,2019
"Stutsman County, North Dakota",57674,38,093,2019
"Ramsey County, North Dakota",58910,38,071,2019
"Foster County, North Dakota",61425,38,031,2019
"Griggs County, North Dakota",53565,38,039,2019
"Sheridan County, North Dakota",51055,38,083,2019
"Slope County, North Dakota",63611,38,087,2019
"Union County, Ohio",86715,39,159,2019
"Pike County, Ohio",42832,39,131,2019
"Paulding County, Ohio",55330,39,125,2019
"Hamilton County, Ohio",57212,39,061,2019
"Franklin County, Ohio",61305,39,049,2019
"Marion County, Ohio",47498,39,101,2019
"Tuscarawas County, Ohio",53243,39,157,2019
"Wayne County, Ohio",58300,39,169,2019
"Brown County, Ohio",54575,39,015,2019
"Butler County, Ohio",66117,39,017,2019
"Harrison County, Ohio",49689,39,067,2019
"Knox County, Ohio",57749,39,083,2019
"Licking County, Ohio",64589,39,089,2019
"Richland County, Ohio",49547,39,139,2019
"Vinton County, Ohio",45673,39,163,2019
"Carroll County, Ohio",55267,39,019,2019
"Hancock County, Ohio",58450,39,063,2019
"Clermont County, Ohio",66968,39,025,2019
"Fairfield County, Ohio",67609,39,045,2019
"Defiance County, Ohio",59931,39,039,2019
"Highland County, Ohio",44169,39,071,2019
"Henry County, Ohio",59695,39,069,2019
"Jefferson County, Ohio",46581,39,081,2019
"Portage County, Ohio",57618,39,133,2019
"Putnam County, Ohio",64822,39,137,2019
"Belmont County, Ohio",50904,39,013,2019
"Clinton County, Ohio",52815,39,027,2019
"Fayette County, Ohio",47308,39,047,2019
"Perry County, Ohio",50150,39,127,2019
"Pickaway County, Ohio",63633,39,129,2019
"Madison County, Ohio",68022,39,097,2019
"Muskingum County, Ohio",47254,39,119,2019
"Sandusky County, Ohio",54089,39,143,2019
"Van Wert County, Ohio",54254,39,161,2019
"Washington County, Ohio",50021,39,167,2019
"Auglaize County, Ohio",64074,39,011,2019
"Darke County, Ohio",55620,39,037,2019
"Ottawa County, Ohio",59099,39,123,2019
"Hardin County, Ohio",50506,39,065,2019
"Jackson County, Ohio",47550,39,079,2019
"Huron County, Ohio",52560,39,077,2019
"Athens County, Ohio",40905,39,009,2019
"Adams County, Ohio",39079,39,001,2019
"Medina County, Ohio",76600,39,103,2019
"Lucas County, Ohio",48736,39,095,2019
"Noble County, Ohio",46897,39,121,2019
"Bayamón Municipio, Puerto Rico",26420,72,021,2019
"Canóvanas Municipio, Puerto Rico",21267,72,029,2019
"Comerío Municipio, Puerto Rico",13733,72,045,2019
"Juana Díaz Municipio, Puerto Rico",20657,72,075,2019
"Las Marías Municipio, Puerto Rico",14135,72,083,2019
"Corozal Municipio, Puerto Rico",15140,72,047,2019
"Maunabo Municipio, Puerto Rico",20844,72,095,2019
"Ponce Municipio, Puerto Rico",17069,72,113,2019
"Toa Alta Municipio, Puerto Rico",28834,72,135,2019
"Toa Baja Municipio, Puerto Rico",25105,72,137,2019
"Vieques Municipio, Puerto Rico",14936,72,147,2019
"Yabucoa Municipio, Puerto Rico",16295,72,151,2019
"Aguada Municipio, Puerto Rico",16738,72,003,2019
"Caguas Municipio, Puerto Rico",25136,72,025,2019
"Cidra Municipio, Puerto Rico",19726,72,041,2019
"Coamo Municipio, Puerto Rico",19692,72,043,2019
"Dorado Municipio, Puerto Rico",30732,72,051,2019
"Luquillo Municipio, Puerto Rico",21850,72,089,2019
"Barranquitas Municipio, Puerto Rico",17036,72,019,2019
"Orocovis Municipio, Puerto Rico",15099,72,107,2019
"San Lorenzo Municipio, Puerto Rico",19380,72,129,2019
"Ceiba Municipio, Puerto Rico",18309,72,037,2019
"Ciales Municipio, Puerto Rico",16867,72,039,2019
"Isabela Municipio, Puerto Rico",16540,72,071,2019
"Jayuya Municipio, Puerto Rico",14808,72,073,2019
"Lares Municipio, Puerto Rico",16532,72,081,2019
"San Juan Municipio, Puerto Rico",22710,72,127,2019
"Vega Alta Municipio, Puerto Rico",20048,72,143,2019
"Maricao Municipio, Puerto Rico",12441,72,093,2019
"Seneca County, Ohio",52500,39,147,2019
"Stark County, Ohio",53860,39,151,2019
"Coshocton County, Ohio",46606,39,031,2019
"Delaware County, Ohio",106908,39,041,2019
"Geauga County, Ohio",82303,39,055,2019
"Hocking County, Ohio",52363,39,073,2019
"Lake County, Ohio",64466,39,085,2019
"Ross County, Ohio",51092,39,141,2019
"Cuyahoga County, Ohio",50366,39,035,2019
"Holmes County, Ohio",63753,39,075,2019
"Miami County, Ohio",61041,39,109,2019
"Monroe County, Ohio",45289,39,111,2019
"Trumbull County, Ohio",47280,39,155,2019
"Wood County, Ohio",62390,39,173,2019
"Ashland County, Ohio",52823,39,005,2019
"Dewey County, Oklahoma",52428,40,043,2019
"Harper County, Oklahoma",46154,40,059,2019
"Logan County, Oklahoma",65357,40,083,2019
"Tulsa County, Oklahoma",55517,40,143,2019
"Washington County, Oklahoma",54997,40,147,2019
"Harmon County, Oklahoma",48344,40,057,2019
"Haskell County, Oklahoma",42348,40,061,2019
"Okmulgee County, Oklahoma",42998,40,111,2019
"Osage County, Oklahoma",49103,40,113,2019
"Jefferson County, Oklahoma",39895,40,067,2019
"Garfield County, Oklahoma",54006,40,047,2019
"Garvin County, Oklahoma",47125,40,049,2019
"Pittsburg County, Oklahoma",46784,40,121,2019
"Pontotoc County, Oklahoma",50392,40,123,2019
"Roger Mills County, Oklahoma",51302,40,129,2019
"Woodward County, Oklahoma",60147,40,153,2019
"Cherokee County, Oklahoma",42774,40,021,2019
"Delaware County, Oklahoma",41696,40,041,2019
"Ellis County, Oklahoma",53245,40,045,2019
"Grady County, Oklahoma",60875,40,051,2019
"Payne County, Oklahoma",41603,40,119,2019
"Pottawatomie County, Oklahoma",49250,40,125,2019
"Creek County, Oklahoma",51318,40,037,2019
"Tillman County, Oklahoma",42280,40,141,2019
"Washita County, Oklahoma",53274,40,149,2019
"Cotton County, Oklahoma",50885,40,033,2019
"Kiowa County, Oklahoma",38019,40,075,2019
"Le Flore County, Oklahoma",40677,40,079,2019
"McCurtain County, Oklahoma",37061,40,089,2019
"Major County, Oklahoma",54332,40,093,2019
"Mayes County, Oklahoma",50345,40,097,2019
"Oklahoma County, Oklahoma",54520,40,109,2019
"Custer County, Oklahoma",49900,40,039,2019
"Love County, Oklahoma",49399,40,085,2019
"Beckham County, Oklahoma",50721,40,009,2019
"Choctaw County, Oklahoma",34489,40,023,2019
"Jackson County, Oklahoma",49703,40,065,2019
"Lincoln County, Oklahoma",50671,40,081,2019
"Pawnee County, Oklahoma",48009,40,117,2019
"Seminole County, Oklahoma",39373,40,133,2019
"Cimarron County, Oklahoma",46328,40,025,2019
"Blaine County, Oklahoma",45792,40,011,2019
"Coal County, Oklahoma",40938,40,029,2019
"Grant County, Oklahoma",57727,40,053,2019
"Kingfisher County, Oklahoma",57777,40,073,2019
"McClain County, Oklahoma",67662,40,087,2019
"Marshall County, Oklahoma",45746,40,095,2019
"Noble County, Oklahoma",56117,40,103,2019
"Nowata County, Oklahoma",43145,40,105,2019
"Rogers County, Oklahoma",65434,40,131,2019
"Sequoyah County, Oklahoma",40351,40,135,2019
"Alfalfa County, Oklahoma",61852,40,003,2019
"Woods County, Oklahoma",54282,40,151,2019
"Cleveland County, Oklahoma",64016,40,027,2019
"Okfuskee County, Oklahoma",38411,40,107,2019
"Atoka County, Oklahoma",39316,40,005,2019
"Union County, Oregon",52171,41,061,2019
"Marion County, Oregon",59625,41,047,2019
"Douglas County, Oregon",47267,41,019,2019
"Jefferson County, Oregon",53277,41,031,2019
"Polk County, Oregon",62691,41,053,2019
"Deschutes County, Oregon",67043,41,017,2019
"Linn County, Oregon",55893,41,043,2019
"Yamhill County, Oregon",63902,41,071,2019
"Baker County, Oregon",45998,41,001,2019
"Klamath County, Oregon",46491,41,035,2019
"Lincoln County, Oregon",47882,41,041,2019
"Benton County, Oregon",62077,41,003,2019
"Crook County, Oregon",49006,41,013,2019
"Sherman County, Oregon",51071,41,055,2019
"Harney County, Oregon",40735,41,025,2019
"Malheur County, Oregon",43313,41,045,2019
"Wallowa County, Oregon",51224,41,063,2019
"Wheeler County, Oregon",40926,41,069,2019
"Morrow County, Oregon",54269,41,049,2019
"Coos County, Oregon",45051,41,011,2019
"Curry County, Oregon",48440,41,015,2019
"Gilliam County, Oregon",47500,41,021,2019
"Hood River County, Oregon",65679,41,027,2019
"Lake County, Oregon",37898,41,037,2019
"Multnomah County, Oregon",69176,41,051,2019
"Pike County, Pennsylvania",65928,42,103,2019
"Snyder County, Pennsylvania",58997,42,109,2019
"Susquehanna County, Pennsylvania",54966,42,115,2019
"Crawford County, Pennsylvania",50304,42,039,2019
"Erie County, Pennsylvania",51529,42,049,2019
"Fulton County, Pennsylvania",53476,42,057,2019
"Juniata County, Pennsylvania",53879,42,067,2019
"Schuylkill County, Pennsylvania",52280,42,107,2019
"Wyoming County, Pennsylvania",59415,42,131,2019
"Adams County, Pennsylvania",67253,42,001,2019
"Armstrong County, Pennsylvania",51410,42,005,2019
"Clinton County, Pennsylvania",50923,42,035,2019
"Carbon County, Pennsylvania",57006,42,025,2019
"Centre County, Pennsylvania",60403,42,027,2019
"Northumberland County, Pennsylvania",48671,42,097,2019
"Northampton County, Pennsylvania",70471,42,095,2019
"Venango County, Pennsylvania",49945,42,121,2019
"Beaver County, Pennsylvania",57807,42,007,2019
"Lackawanna County, Pennsylvania",52821,42,069,2019
"McKean County, Pennsylvania",48647,42,083,2019
"Fayette County, Pennsylvania",47364,42,051,2019
"Montgomery County, Pennsylvania",91546,42,091,2019
"Clearfield County, Pennsylvania",49015,42,033,2019
"Lebanon County, Pennsylvania",60281,42,075,2019
"Lycoming County, Pennsylvania",54241,42,081,2019
"Montour County, Pennsylvania",58333,42,093,2019
"Warren County, Pennsylvania",50250,42,123,2019
"Butler County, Pennsylvania",70668,42,019,2019
"Elk County, Pennsylvania",53440,42,047,2019
"Lancaster County, Pennsylvania",66056,42,071,2019
"Mercer County, Pennsylvania",50696,42,085,2019
"Potter County, Pennsylvania",45419,42,105,2019
"Tioga County, Pennsylvania",51324,42,117,2019
"Newport County, Rhode Island",79454,44,005,2019
"Providence County, Rhode Island",58974,44,007,2019
"Bristol County, Rhode Island",83092,44,001,2019
"Aiken County, South Carolina",51399,45,003,2019
"Allendale County, South Carolina",27185,45,005,2019
"Edgefield County, South Carolina",49127,45,037,2019
"Chester County, South Carolina",42442,45,023,2019
"Colleton County, South Carolina",36324,45,029,2019
"Marion County, South Carolina",32063,45,067,2019
"Lexington County, South Carolina",61173,45,063,2019
"Oconee County, South Carolina",49134,45,073,2019
"Berkeley County, South Carolina",63309,45,015,2019
"Charleston County, South Carolina",64022,45,019,2019
"Georgetown County, South Carolina",48456,45,043,2019
"Marlboro County, South Carolina",33586,45,069,2019
"Anderson County, South Carolina",50865,45,007,2019
"Chesterfield County, South Carolina",41505,45,025,2019
"Greenwood County, South Carolina",42336,45,047,2019
"Horry County, South Carolina",50704,45,051,2019
"Kershaw County, South Carolina",51479,45,055,2019
"Orangeburg County, South Carolina",37955,45,075,2019
"Spartanburg County, South Carolina",52332,45,083,2019
"Bamberg County, South Carolina",31422,45,009,2019
"Beaufort County, South Carolina",68377,45,013,2019
"Calhoun County, South Carolina",46339,45,017,2019
"Dillon County, South Carolina",30812,45,033,2019
"Saluda County, South Carolina",45714,45,081,2019
"Richland County, South Carolina",54767,45,079,2019
"Fairfield County, South Carolina",38213,45,039,2019
"Hampton County, South Carolina",33429,45,049,2019
"Greenville County, South Carolina",60351,45,045,2019
"Lancaster County, South Carolina",58849,45,057,2019
"Dorchester County, South Carolina",63080,45,035,2019
"Florence County, South Carolina",47058,45,041,2019
"Laurens County, South Carolina",43304,45,059,2019
"McCormick County, South Carolina",43633,45,065,2019
"Pickens County, South Carolina",49573,45,077,2019
"Union County, South Carolina",41186,45,087,2019
"Williamsburg County, South Carolina",32485,45,089,2019
"Aurora County, South Dakota",64083,46,003,2019
"Grant County, South Dakota",58158,46,051,2019
"Tripp County, South Dakota",57720,46,123,2019
"Ziebach County, South Dakota",37400,46,137,2019
"Spink County, South Dakota",54423,46,115,2019
"Bon Homme County, South Dakota",54737,46,009,2019
"Brookings County, South Dakota",58136,46,011,2019
"Fall River County, South Dakota",50588,46,047,2019
"Hamlin County, South Dakota",67105,46,057,2019
"Jackson County, South Dakota",33295,46,071,2019
"Custer County, South Dakota",58522,46,033,2019
"Hyde County, South Dakota",57788,46,069,2019
"Faulk County, South Dakota",55096,46,049,2019
"Hutchinson County, South Dakota",57089,46,067,2019
"Walworth County, South Dakota",55583,46,129,2019
"Buffalo County, South Dakota",34808,46,017,2019
"Day County, South Dakota",46679,46,037,2019
"Douglas County, South Dakota",58684,46,043,2019
"Harding County, South Dakota",59655,46,063,2019
"McPherson County, South Dakota",44574,46,089,2019
"Roberts County, South Dakota",50348,46,109,2019
"Sully County, South Dakota",62153,46,119,2019
"Lincoln County, South Dakota",82473,46,083,2019
"Lake County, South Dakota",61846,46,079,2019
"Lawrence County, South Dakota",52641,46,081,2019
"Codington County, South Dakota",56376,46,029,2019
"Butte County, South Dakota",46508,46,019,2019
"Corson County, South Dakota",35759,46,031,2019
"Edmunds County, South Dakota",71324,46,045,2019
"Campbell County, South Dakota",54449,46,021,2019
"Bennett County, South Dakota",47500,46,007,2019
"Haakon County, South Dakota",42250,46,055,2019
"Jones County, South Dakota",46149,46,075,2019
"Meade County, South Dakota",60578,46,093,2019
"Turner County, South Dakota",59242,46,125,2019
"Brown County, South Dakota",58216,46,013,2019
"Hanson County, South Dakota",64696,46,061,2019
"McCook County, South Dakota",61507,46,087,2019
"Mellette County, South Dakota",30650,46,095,2019
"Moody County, South Dakota",61538,46,101,2019
"Pennington County, South Dakota",57039,46,103,2019
"Union County, South Dakota",70378,46,127,2019
"Miner County, South Dakota",52910,46,097,2019
"Asotin County, Washington",53715,53,003,2019
"Adams County, Washington",48294,53,001,2019
"Garfield County, Washington",55900,53,023,2019
"Mason County, Washington",57634,53,045,2019
"Skagit County, Washington",67028,53,057,2019
"Stevens County, Washington",51775,53,065,2019
"Spokane County, Washington",56904,53,063,2019
"Lincoln County, Washington",54631,53,043,2019
"Chelan County, Washington",58795,53,007,2019
"Jefferson County, Washington",55127,53,031,2019
"Kitsap County, Washington",75411,53,035,2019
"King County, Washington",94974,53,033,2019
"Pacific County, Washington",46733,53,049,2019
"Pend Oreille County, Washington",50591,53,051,2019
"San Juan County, Washington",63622,53,055,2019
"Skamania County, Washington",65181,53,059,2019
"Whitman County, Washington",42745,53,075,2019
"Yakima County, Washington",51637,53,077,2019
"Clallam County, Washington",52192,53,009,2019
"Cowlitz County, Washington",54506,53,015,2019
"Ferry County, Washington",41939,53,019,2019
"Lewis County, Washington",53484,53,041,2019
"Douglas County, Washington",62951,53,017,2019
"Island County, Washington",68604,53,029,2019
"Pierce County, Washington",72113,53,053,2019
"Franklin County, Washington",63584,53,021,2019
"Walla Walla County, Washington",57858,53,071,2019
"Whatcom County, Washington",62984,53,073,2019
"Grant County, West Virginia",42216,54,023,2019
"Hampshire County, West Virginia",47857,54,027,2019
"Brooke County, West Virginia",51496,54,009,2019
"Doddridge County, West Virginia",45545,54,017,2019
"Hardy County, West Virginia",47438,54,031,2019
"Marion County, West Virginia",50305,54,049,2019
"Mingo County, West Virginia",32764,54,059,2019
"Hancock County, West Virginia",45763,54,029,2019
"Marshall County, West Virginia",48557,54,051,2019
"Nicholas County, West Virginia",40086,54,067,2019
"Tucker County, West Virginia",49118,54,093,2019
"Tyler County, West Virginia",43087,54,095,2019
"Roane County, West Virginia",37373,54,087,2019
"Taylor County, West Virginia",48578,54,091,2019
"Wood County, West Virginia",47321,54,107,2019
"Gilmer County, West Virginia",42636,54,021,2019
"Mason County, West Virginia",46078,54,053,2019
"Monroe County, West Virginia",38540,54,063,2019
"Pleasants County, West Virginia",56838,54,073,2019
"Cabell County, West Virginia",40028,54,011,2019
"Jefferson County, West Virginia",80430,54,037,2019
"Logan County, West Virginia",36168,54,045,2019
"Pendleton County, West Virginia",42312,54,071,2019
"Harrison County, West Virginia",53022,54,033,2019
"Ohio County, West Virginia",50584,54,069,2019
"Calhoun County, West Virginia",38382,54,013,2019
"Morgan County, West Virginia",51745,54,065,2019
"Raleigh County, West Virginia",43748,54,081,2019
"Putnam County, West Virginia",60097,54,079,2019
"Barbour County, West Virginia",38459,54,001,2019
"McDowell County, West Virginia",27682,54,047,2019
"Wayne County, West Virginia",37988,54,099,2019
"Jackson County, West Virginia",47837,54,035,2019
"Mercer County, West Virginia",40784,54,055,2019
"Upshur County, West Virginia",40322,54,097,2019
"Webster County, West Virginia",34927,54,101,2019
"Berkeley County, West Virginia",62515,54,003,2019
"Fayette County, West Virginia",41394,54,019,2019
"Iron County, Wisconsin",43798,55,051,2019
"Clark County, Wisconsin",54012,55,019,2019
"St. Croix County, Wisconsin",84756,55,109,2019
"Oconto County, Wisconsin",60908,55,083,2019
"Lincoln County, Wisconsin",58541,55,069,2019
"Waupaca County, Wisconsin",58693,55,135,2019
"Barron County, Wisconsin",52703,55,005,2019
"Sawyer County, Wisconsin",47714,55,113,2019
"Green Lake County, Wisconsin",55075,55,047,2019
"Price County, Wisconsin",47956,55,099,2019
"Marquette County, Wisconsin",52288,55,077,2019
"Marinette County, Wisconsin",50330,55,075,2019
"Milwaukee County, Wisconsin",50606,55,079,2019
"Shelby County, Missouri",44083,29,205,2019
"Webster County, Missouri",50560,29,225,2019
"Atchison County, Missouri",50236,29,005,2019
"Bates County, Missouri",47625,29,013,2019
"Benton County, Missouri",40249,29,015,2019
"Carter County, Missouri",39530,29,035,2019
"Dade County, Missouri",40399,29,057,2019
"Racine County, Wisconsin",61336,55,101,2019
"Winnebago County, Wisconsin",58543,55,139,2019
"Forest County, Wisconsin",45536,55,041,2019
"Green County, Wisconsin",64502,55,045,2019
"Rusk County, Wisconsin",47532,55,107,2019
"Shawano County, Wisconsin",56531,55,115,2019
"Langlade County, Wisconsin",49491,55,067,2019
"Outagamie County, Wisconsin",65572,55,087,2019
"Vernon County, Wisconsin",52459,55,123,2019
"Columbia County, Wisconsin",68005,55,021,2019
"Kewaunee County, Wisconsin",66192,55,061,2019
"Brown County, Wisconsin",62340,55,009,2019
"Eau Claire County, Wisconsin",59476,55,035,2019
"Oneida County, Wisconsin",56852,55,085,2019
"Polk County, Wisconsin",59994,55,095,2019
"Washburn County, Wisconsin",50280,55,129,2019
"Waukesha County, Wisconsin",87277,55,133,2019
"Walworth County, Wisconsin",63776,55,127,2019
"Crawford County, Wisconsin",50595,55,023,2019
"Juneau County, Wisconsin",53490,55,057,2019
"Sauk County, Wisconsin",59943,55,111,2019
"Washington County, Wisconsin",77663,55,131,2019
"Chippewa County, Wisconsin",59742,55,017,2019
"Dane County, Wisconsin",73893,55,025,2019
"Douglas County, Wisconsin",53986,55,031,2019
"Jackson County, Wisconsin",53650,55,053,2019
"Iowa County, Wisconsin",64124,55,049,2019
"Ozaukee County, Wisconsin",85215,55,089,2019
"Portage County, Wisconsin",58853,55,097,2019
"Rock County, Wisconsin",57875,55,105,2019
"Taylor County, Wisconsin",53020,55,119,2019
"Adams County, Wisconsin",46369,55,001,2019
"Bayfield County, Wisconsin",56096,55,007,2019
"Monroe County, Wisconsin",59587,55,081,2019
"Wood County, Wisconsin",54913,55,141,2019
"Ashland County, Wisconsin",42510,55,003,2019
"Florence County, Wisconsin",52181,55,037,2019
"Jefferson County, Wisconsin",66291,55,055,2019
"Campbell County, Wyoming",82659,56,005,2019
"Lincoln County, Wyoming",66964,56,023,2019
"Natrona County, Wyoming",62772,56,025,2019
"Converse County, Wyoming",69647,56,009,2019
"Niobrara County, Wyoming",39150,56,027,2019
"Sweetwater County, Wyoming",74843,56,037,2019
"Warren County, Tennessee",41125,47,177,2019
"Washington County, Tennessee",48334,47,179,2019
"Weakley County, Tennessee",39937,47,183,2019
"Benton County, Tennessee",37512,47,005,2019
"Bledsoe County, Tennessee",44122,47,007,2019
"Campbell County, Tennessee",39803,47,013,2019
"Cannon County, Tennessee",55330,47,015,2019
"Houston County, Tennessee",42711,47,083,2019
"Maury County, Tennessee",57170,47,119,2019
"Polk County, Texas",49279,48,373,2019
"Refugio County, Texas",50076,48,391,2019
"Van Zandt County, Texas",54654,48,467,2019
"Caldwell County, Texas",54152,48,055,2019
"Wilbarger County, Texas",45302,48,487,2019
"Martin County, Texas",66610,48,317,2019
"Linn County, Missouri",45930,29,115,2019
"Howell County, Missouri",38357,29,091,2019
"Johnson County, Missouri",55273,29,101,2019
"Laclede County, Missouri",47257,29,105,2019
"Maries County, Missouri",47569,29,125,2019
"Phelps County, Missouri",44154,29,161,2019
"Platte County, Missouri",80393,29,165,2019
"St. Francois County, Missouri",46466,29,187,2019
"St. Louis city, Missouri",43896,29,510,2019
"Andrew County, Missouri",58772,29,003,2019
"Butler County, Missouri",39915,29,023,2019
"Carroll County, Missouri",50830,29,033,2019
"Daviess County, Missouri",51679,29,061,2019
"Holt County, Missouri",49524,29,087,2019
"Marion County, Missouri",48784,29,127,2019
"Osage County, Missouri",61687,29,151,2019
"Ripley County, Missouri",34971,29,181,2019
"Warren County, Missouri",60125,29,219,2019
"Washington County, Missouri",41483,29,221,2019
"Christian County, Missouri",60645,29,043,2019
"DeKalb County, Missouri",55918,29,063,2019
"Harrison County, Missouri",42917,29,081,2019
"Lafayette County, Missouri",58766,29,107,2019
"Adair County, Missouri",41929,29,001,2019
"Scotland County, Missouri",50085,29,199,2019
"Sullivan County, Missouri",46481,29,211,2019
"Clark County, Missouri",48909,29,045,2019
"Jasper County, Missouri",48357,29,097,2019
"Lewis County, Missouri",45988,29,111,2019
"McDonald County, Missouri",41643,29,119,2019
"Perry County, Missouri",55863,29,157,2019
"Polk County, Missouri",45660,29,167,2019
"Ray County, Missouri",61957,29,177,2019
"Hill County, Montana",49321,30,041,2019
"Chouteau County, Montana",42298,30,015,2019
"Lincoln County, Montana",40140,30,053,2019
"Park County, Montana",53068,30,067,2019
"Treasure County, Montana",43047,30,103,2019
"Blaine County, Montana",41279,30,005,2019
"Sweet Grass County, Montana",49886,30,097,2019
"Teton County, Montana",55000,30,099,2019
"Prairie County, Montana",43625,30,079,2019
"Glacier County, Montana",36045,30,035,2019
"Fallon County, Montana",64545,30,025,2019
"Golden Valley County, Montana",43875,30,037,2019
"Silver Bow County, Montana",45718,30,093,2019
"Stillwater County, Montana",64645,30,095,2019
"Jefferson County, Montana",69646,30,043,2019
"Granite County, Montana",49881,30,039,2019
"Wheatland County, Montana",39655,30,107,2019
"Madison County, Montana",54107,30,057,2019
"Sheridan County, Montana",55521,30,091,2019
"Carter County, Montana",48000,30,011,2019
"Big Horn County, Montana",49859,30,003,2019
"Lake County, Montana",48829,30,047,2019
"Lewis and Clark County, Montana",65791,30,049,2019
"Pondera County, Montana",51151,30,073,2019
"Yellowstone County, Montana",61264,30,111,2019
"Missoula County, Montana",54062,30,063,2019
"Yoakum County, Texas",70005,48,501,2019
"Hale County, Texas",48384,48,189,2019
"Shelby County, Texas",42522,48,419,2019
"Red River County, Texas",39142,48,387,2019
"Runnels County, Texas",44940,48,399,2019
"Sutton County, Texas",54306,48,435,2019
"Tom Green County, Texas",53903,48,451,2019
"Victoria County, Texas",56834,48,469,2019
"Wharton County, Texas",48310,48,481,2019
"Wichita County, Texas",48650,48,485,2019
"Borden County, Texas",72188,48,033,2019
"Marion County, Texas",37662,48,315,2019
"Maverick County, Texas",39625,48,323,2019
"Grayson County, Texas",54815,48,181,2019
"Live Oak County, Texas",53848,48,297,2019
"Palo Pinto County, Texas",50154,48,363,2019
"Karnes County, Texas",56127,48,255,2019
"DeWitt County, Texas",55357,48,123,2019
"Callahan County, Texas",48651,48,059,2019
"Cass County, Texas",44848,48,067,2019
"Gregg County, Texas",50180,48,183,2019
"Madison County, Texas",52664,48,313,2019
"Lubbock County, Texas",52429,48,303,2019
"Kaufman County, Texas",70107,48,257,2019
"Kendall County, Texas",84747,48,259,2019
"Floyd County, Texas",50580,48,153,2019
"Bailey County, Texas",52273,48,017,2019
"Chambers County, Texas",91141,48,071,2019
"Bell County, Texas",54884,48,027,2019
"Cameron County, Texas",38758,48,061,2019
"Deaf Smith County, Texas",49701,48,117,2019
"El Paso County, Texas",46871,48,141,2019
"La Salle County, Texas",50151,48,283,2019
"Terrell County, Texas",43208,48,443,2019
"Tyler County, Texas",44497,48,457,2019
"Wheeler County, Texas",49315,48,483,2019
"Archer County, Texas",63835,48,009,2019
"Brewster County, Texas",47080,48,043,2019
"Hidalgo County, Texas",40014,48,215,2019
"Smith County, Texas",56810,48,423,2019
"Crockett County, Texas",47386,48,105,2019
"Haskell County, Texas",40313,48,207,2019
"Howard County, Texas",54208,48,227,2019
"Mills County, Texas",49306,48,333,2019
"Montague County, Texas",51765,48,337,2019
"Panola County, Texas",52982,48,365,2019
"Sabine County, Texas",34992,48,403,2019
"Sherman County, Texas",51926,48,421,2019
"Swisher County, Texas",39771,48,437,2019
"Hunt County, Texas",54959,48,231,2019
"Camp County, Texas",48207,48,063,2019
"Hansford County, Texas",38000,48,195,2019
"Guadalupe County, Texas",74496,48,187,2019
"Clay County, Texas",55989,48,077,2019
"Hartley County, Texas",58298,48,205,2019
"Reagan County, Texas",74868,48,383,2019
"Hill County, Texas",53307,48,217,2019
"Limestone County, Texas",44418,48,293,2019
"Nacogdoches County, Texas",44847,48,347,2019
"Parmer County, Texas",55359,48,369,2019
"Parker County, Texas",77503,48,367,2019
"Ravalli County, Montana",53054,30,081,2019
"Valley County, Montana",53162,30,105,2019
"Cascade County, Montana",49913,30,013,2019
"Fergus County, Montana",50540,30,027,2019
"Garfield County, Montana",42000,30,033,2019
"Mineral County, Montana",41705,30,061,2019
"Petroleum County, Montana",51250,30,069,2019
"Powell County, Montana",54667,30,077,2019
"Sanders County, Montana",40823,30,089,2019
"Wibaux County, Montana",53958,30,109,2019
"Gallatin County, Montana",66397,30,031,2019
"Meagher County, Montana",46607,30,059,2019
"Carbon County, Montana",58707,30,009,2019
"Beaverhead County, Montana",43201,30,001,2019
"Flathead County, Montana",56182,30,029,2019
"Musselshell County, Montana",43274,30,065,2019
"Harlan County, Nebraska",49835,31,083,2019
"York County, Nebraska",60298,31,185,2019
"Buffalo County, Nebraska",59431,31,019,2019
"Colfax County, Nebraska",58872,31,037,2019
"Hitchcock County, Nebraska",49962,31,087,2019
"Platte County, Nebraska",62305,31,141,2019
