state,county,year,median_household_income,annual_rent
30,111,2020,62630,995.646640450438
13,013,2020,62990,1376.9791027956244
13,021,2020,41317,845.5343854200443
13,029,2020,76121,1448.6500602715016
13,045,2020,59197,1118.836404983853
13,051,2020,57739,1184.3335994555919
13,057,2020,84817,1510.250004915447
13,059,2020,40363,1198.481693271525
13,063,2020,49460,1130.3349503248076
13,067,2020,80830,1332.5159641403197
13,073,2020,82251,1305.4552617718923
13,089,2020,65116,1325.3301717607087
13,095,2020,40947,617.2205266776226
13,097,2020,67651,1296.8937917764067
31,153,2020,83051,1086.8272582356956
32,003,2020,61048,1308.446131667274
33,011,2020,82099,1395.520073193331
33,015,2020,93962,1662.0797961543633
33,017,2020,72682,1339.3386469511927
22,015,2020,55448,1048.8888743275327
22,019,2020,52866,903.7839873617544
22,033,2020,56076,1069.7115654291615
56,021,2020,69369,1030.7150136220355
13,113,2020,93777,1491.0599977944921
13,117,2020,112834,1640.6476871718062
13,121,2020,72741,1467.2206026747178
13,135,2020,72787,1397.2628548559508
13,139,2020,63651,1243.4847965607669
13,151,2020,71110,1385.4740003141133
13,153,2020,65870,1034.8767516985802
13,179,2020,50411,1063.1566026300504
13,215,2020,47418,908.4177378510635
13,217,2020,59178,1276.04155238005
13,223,2020,74154,1463.1314340217043
13,247,2020,62505,1256.9298149687631
22,051,2020,54825,1202.2033775525713
22,055,2020,58761,1085.4541542466163
22,063,2020,67365,1247.1567761719693
22,071,2020,43258,1333.5041221636466
22,103,2020,70730,1197.6096474512976
36,001,2020,68327,1200.0729092222948
36,005,2020,41895,2115.484280453221
36,007,2020,52237,855.0439338479922
36,029,2020,59464,1006.5094139115091
36,045,2020,54726,976.9067325151638
36,047,2020,63973,2606.6311773381535
36,059,2020,120036,2662.6144588911493
36,063,2020,57252,681.5028457480198
36,069,2020,64795,1173.4185234239171
36,071,2020,80816,1568.1089308643202
48,029,2020,58288,1170.074135427467
48,039,2020,83325,1448.0050435830271
48,041,2020,50289,1417.8247706351701
48,091,2020,80781,1301.3263903135014
48,099,2020,54712,910.5856306759315
48,113,2020,61870,1306.3324308581698
39,089,2020,67736,1133.794602458285
39,095,2020,49946,767.1949229886983
39,099,2020,47092,671.8929650459489
15,003,2020,87722,2122.6285453294054
15,009,2020,84363,2156.7554667658383
16,001,2020,69952,1343.038931255882
16,019,2020,61435,974.5371022072071
16,027,2020,56916,1105.937231684252
17,019,2020,53936,996.2690018130706
36,081,2020,72028,2299.57843196727
36,083,2020,72510,1056.4534969940703
36,087,2020,94840,2083.9367523267815
36,091,2020,85224,1255.6679856564022
36,093,2020,66488,1025.779377736412
36,103,2020,105362,2955.336431733617
36,109,2020,61361,1682.2856113089026
36,111,2020,65306,1502.7829052575325
36,119,2020,99489,2364.0786559413123
37,001,2020,51580,966.8268938705787
37,021,2020,55032,1286.949986862388
37,067,2020,53583,1057.9458541265901
37,071,2020,53474,1178.0772766548523
37,097,2020,62551,1242.1027127182545
48,121,2020,90354,1355.0570721683823
48,135,2020,63096,1288.703386780567
48,141,2020,48292,1074.868589427839
48,181,2020,58296,1111.064955298905
48,183,2020,52027,922.6809138089226
48,187,2020,75774,1449.3197918993371
48,201,2020,63022,1310.8499193941261
48,257,2020,72179,1506.3795837056944
39,133,2020,59485,978.081393857059
39,151,2020,55045,773.1243158436391
40,109,2020,55519,975.7257555801326
41,003,2020,65142,1281.586954387858
41,071,2020,67296,1417.1273794330943
44,005,2020,84282,1750.6888648807815
42,019,2020,72642,1289.3963615122286
42,043,2020,63123,960.8500883853054
42,049,2020,52863,712.1517969209261
42,055,2020,63420,804.475072759085
42,079,2020,53194,880.5090685924929
42,129,2020,61398,745.2330877304935
45,003,2020,53385,978.5448375414309
45,015,2020,65443,1376.4745856515226
45,035,2020,63501,1194.862119898857
45,041,2020,49645,896.773318172297
17,031,2020,67886,1587.9359485642963
17,037,2020,62353,982.2705218409941
17,089,2020,83374,1403.935091157278
17,093,2020,96854,1612.9743110340378
17,097,2020,92654,1465.4171671757358
17,111,2020,90014,1481.1737899579705
17,113,2020,68037,875.4564326061368
17,119,2020,64045,797.2233118276991
17,163,2020,57473,842.6595321185413
17,167,2020,61743,794.8704090284273
37,125,2020,63324,1321.8979892122688
37,129,2020,56689,1210.2106028439173
37,133,2020,51560,997.8840824904204
37,135,2020,74803,1381.796751168332
37,147,2020,49337,1009.3917717673677
37,159,2020,51054,914.7589525497418
37,183,2020,83567,1305.7828083362622
34,001,2020,63680,1280.1364573079966
34,005,2020,90329,1515.3001825798958
34,007,2020,70957,1411.291220116543
34,013,2020,63959,1633.5463302174473
34,017,2020,75062,2179.423037039908
34,019,2020,117858,1803.2206130568327
34,023,2020,91731,1830.9408733022672
34,025,2020,103523,1988.8249822895734
34,029,2020,72679,1789.704883315181
34,031,2020,73562,1647.219881903605
34,035,2020,116510,1935.0524440442814
34,041,2020,83497,1331.3699545912311
18,005,2020,66978,961.9550229083819
48,303,2020,53425,1096.2799175706652
48,309,2020,50210,1088.2230703003568
48,339,2020,83274,1388.56456328709
48,355,2020,56784,1186.6470641326177
48,367,2020,84189,1214.4688324651875
48,375,2020,43652,735.8002709710444
48,381,2020,68186,1154.1673008478685
48,397,2020,105956,1597.1257204262172
48,423,2020,59450,1066.75906173987
48,439,2020,70306,1271.8360521833793
48,441,2020,55568,1028.6499001398201
45,079,2020,54441,1053.65664246205
45,085,2020,46570,936.499764139658
46,099,2020,63699,887.7708999036399
46,103,2020,58278,922.0223252602667
47,009,2020,60301,1049.7157997994375
47,093,2020,59250,1143.4460932325705
47,179,2020,48923,988.6362014900352
50,007,2020,76316,1751.5388551122262
51,003,2020,84643,1452.179936112263
17,197,2020,90800,1478.3071066132186
17,201,2020,55310,791.8286076611238
19,013,2020,54774,877.0256605619938
19,103,2020,63062,1377.776176184184
19,113,2020,67301,817.7835045698479
18,011,2020,89444,1305.9719485213698
18,035,2020,45910,723.5674827909537
18,057,2020,98880,1333.978474013995
18,059,2020,75647,1211.0419438342176
18,063,2020,84754,1266.3178998950277
18,067,2020,56387,634.2414337971998
18,081,2020,72928,1206.556420986479
18,089,2020,57530,973.5045681396832
18,095,2020,51476,695.5214320471206
18,105,2020,52229,1361.8383531012298
18,141,2020,54433,857.7978922763738
18,157,2020,51926,1042.92671285253
18,163,2020,51179,699.3027308956483
48,451,2020,57670,1120.3163244247792
48,453,2020,80668,1390.9449064296623
48,479,2020,50296,994.7855083180934
48,485,2020,49710,830.1898968961586
48,491,2020,90834,1381.1899526118696
01,073,2020,55088,984.483877785524
01,083,2020,64270,1257.55318659168
01,089,2020,66887,1034.7444649577608
01,101,2020,51963,933.8057710284656
01,117,2020,78889,1254.5072714306232
06,037,2020,71358,2237.092026631173
06,083,2020,78925,2245.9774099987803
06,089,2020,57139,1150.9184331779027
51,041,2020,84645,1287.3109008478066
51,153,2020,107707,1672.383844316989
51,177,2020,90913,1386.01721058142
51,550,2020,81261,1452.295167168243
51,650,2020,57041,1100.938860624265
51,685,2020,81639,1585.9731156298992
51,710,2020,53026,1130.0679014753523
51,760,2020,51421,1145.6870387853935
53,057,2020,71021,1527.6929774275704
53,063,2020,60101,1091.7349250435068
54,003,2020,65286,1203.9287944727919
55,025,2020,75179,1332.9034911691167
24,005,2020,78724,1346.4813281392576
24,013,2020,99569,1295.8348240687483
24,017,2020,103678,1888.768151508177
24,025,2020,94003,1335.6398274003147
24,033,2020,86994,1639.8682214128223
24,043,2020,63510,901.3319938017966
24,045,2020,60366,1157.0922471094912
24,510,2020,52164,1322.9411235824507
26,021,2020,52500,1033.8253442329471
26,049,2020,50269,757.4350019156345
25,005,2020,71450,1335.722450643295
25,009,2020,82225,1874.8072286258873
25,017,2020,106202,2276.5339468733
25,021,2020,105320,2205.2862205220376
25,023,2020,92906,2007.585136156944
25,025,2020,74881,2601.6345992670613
25,027,2020,77155,1422.3442500353412
39,017,2020,69023,1064.7278487981912
39,025,2020,69720,1088.1997210038696
39,035,2020,51741,972.8149325852854
39,041,2020,111411,1190.5754183072743
39,045,2020,70906,1028.6179884107646
39,057,2020,70055,1160.2449885192875
39,085,2020,65814,985.8449726512418
39,093,2020,58798,870.3947274333059
39,103,2020,77784,1246.4208418363212
39,109,2020,62347,968.867386417903
39,113,2020,53064,877.1675617347637
06,099,2020,62873,1519.6665948971388
06,111,2020,89295,2198.509274253967
05,007,2020,71556,1063.1937288039173
05,045,2020,54191,996.3507134930733
09,001,2020,97539,1986.5060887528286
09,007,2020,84907,1289.134759603169
09,013,2020,87809,1399.5533490250516
08,001,2020,73817,1547.773758028932
08,005,2020,80291,1479.9503416979067
08,031,2020,72661,1599.2210058335286
08,101,2020,49979,948.9572200581991
08,123,2020,74332,1354.8691394573377
10,001,2020,60117,1230.3775652181123
30,013,2020,52049,857.3033923481706
56,025,2020,62168,971.793154402906
56,037,2020,73384,885.1592239999896
48,027,2020,54987,970.7878290969373
48,061,2020,41200,1048.754360710809
48,085,2020,100541,1396.1933891375145
48,139,2020,79834,1402.6218283611163
48,157,2020,100189,1529.9677598668343
48,167,2020,74633,1211.1740260447052
26,077,2020,58836,960.6616385891816
26,093,2020,84274,1472.5024912624647
26,099,2020,64641,1024.0741128903533
26,139,2020,72418,1175.7837023170116
26,161,2020,75730,1596.2399618559903
26,163,2020,49359,977.8476366923363
28,033,2020,69990,1236.9996636600533
28,047,2020,48547,940.0845700814439
28,049,2020,45380,996.5402112039911
28,059,2020,53726,922.0254786714778
39,153,2020,59253,847.9849714363874
39,155,2020,47799,707.1881788422679
39,165,2020,89410,1372.6718177499017
39,173,2020,63189,1160.9976573567833
40,017,2020,73591,1210.0963978873494
40,027,2020,65412,1042.466905201315
40,031,2020,52377,728.8835046835547
30,063,2020,56247,987.1246966772069
13,015,2020,61226,1224.3801525742952
13,077,2020,79795,1279.0451694497428
13,185,2020,46113,927.3670190216978
13,245,2020,43882,964.2001006710715
48,209,2020,68724,1363.8680632300495
48,215,2020,41846,895.9181515306242
48,221,2020,71253,1313.7771835450433
48,245,2020,50840,991.9924664627329
48,251,2020,65311,1204.906982309975
48,329,2020,83217,1304.3283593680476
28,089,2020,71621,1363.197415731258
28,121,2020,68310,1253.6529363313152
35,013,2020,44024,1023.4868720517696
35,043,2020,65071,1256.1087471335907
35,049,2020,60668,1430.2388007807006
40,119,2020,42103,1006.9039243275984
40,131,2020,66038,1114.9354217954183
40,143,2020,57024,983.8129437234156
41,005,2020,82911,1489.9396827511766
41,017,2020,68937,1677.769505029927
41,029,2020,56327,1286.1112926396747
41,039,2020,54942,1305.8745469847715
41,047,2020,61817,1221.5158271888615
41,051,2020,71425,1416.181931065852
41,067,2020,86626,1503.0541665203366
44,001,2020,85413,1565.518009285188
44,003,2020,75857,1406.3548038809352
44,007,2020,62323,1351.7593574831797
44,009,2020,86970,1694.2217769399197
42,003,2020,62320,1179.8316900684274
42,011,2020,66154,992.8131460282331
42,017,2020,93181,1622.2054798913848
42,021,2020,47644,641.2354804246603
42,027,2020,61921,1363.8198460778096
16,055,2020,60903,1273.963707772634
17,043,2020,94930,1469.1582447319277
17,143,2020,55729,783.6430335335143
19,049,2020,88368,1252.9026216845657
38,017,2020,65976,920.0583534708253
38,105,2020,79508,825.9509047701554
04,005,2020,59000,1517.3559807410613
04,013,2020,67799,1325.7298154262994
04,015,2020,47686,1115.2561005876958
04,019,2020,55023,1101.331803016888
04,021,2020,60968,1358.234854858526
04,025,2020,53329,1309.274834123568
42,029,2020,104161,1582.703940238789
42,041,2020,71979,1044.610123008067
42,045,2020,76238,1217.4592163975417
42,069,2020,54064,903.2672197929292
42,071,2020,69588,1002.2612852849666
42,077,2020,66214,1253.0477691472536
42,089,2020,68734,1247.61559933645
42,091,2020,93518,1509.7547624401516
42,095,2020,73088,1224.137538456809
42,101,2020,49127,1380.6793798398164
42,125,2020,65478,1010.5135772701716
42,133,2020,68940,925.8452728345852
45,007,2020,53598,922.5198250662693
45,013,2020,71430,1423.251291206754
45,019,2020,67182,1352.9040061414344
19,153,2020,69747,1003.3733383570034
19,163,2020,63876,836.17481460323
19,169,2020,58302,942.8485434209324
24,003,2020,103225,1737.6020972054541
24,015,2020,79415,1236.9503600854805
24,021,2020,100685,1538.2008333646763
24,027,2020,124042,1794.6838625650942
24,031,2020,111812,1858.3734340643978
24,037,2020,95864,1357.2295806451764
26,065,2020,55253,902.9869714725868
26,075,2020,54511,714.1811419771337
26,081,2020,65722,1252.0615422275837
26,125,2020,81587,1327.0240804814791
20,061,2020,52019,823.7057980865608
20,091,2020,91650,1218.3082447917402
20,103,2020,76307,807.2290179550922
20,155,2020,51520,606.9476214632458
20,161,2020,51098,1041.4183271808358
20,173,2020,57540,867.1960502731213
20,177,2020,58652,777.1063932210851
45,051,2020,51570,1189.3177659391333
45,057,2020,65421,1339.2061841915765
45,063,2020,62740,1119.4791954223726
45,077,2020,51032,948.9877118435851
45,083,2020,53757,1070.453970784967
45,091,2020,68555,1195.071307653499
45,045,2020,62422,1189.420015693967
46,083,2020,84260,1033.7435120581392
35,001,2020,54308,1013.0871689604065
38,035,2020,53721,885.2919658395449
20,045,2020,61020,1096.3809497901948
20,209,2020,48093,860.4684396855341
21,047,2020,44279,775.8747279316841
21,067,2020,58954,1076.9733421373387
21,073,2020,59056,691.4004740431873
21,111,2020,58196,996.3282657439676
21,113,2020,64855,948.6057412077756
21,117,2020,66541,1028.1010442332592
47,011,2020,51872,962.8244417475939
47,037,2020,62515,1433.4599946649168
47,065,2020,56606,1101.8367816762163
47,119,2020,60567,1288.531117319716
21,015,2020,82838,1230.3014711676271
21,037,2020,63152,1073.2431380484697
21,227,2020,54325,933.3088441559016
23,005,2020,76014,1659.0056808806337
23,011,2020,55368,923.1146219694882
27,053,2020,81169,1490.2462718447207
27,123,2020,67238,1281.1660717652665
01,001,2021,62660,1450.970984227483
01,003,2021,64346,1487.317485267401
01,031,2021,59034,1006.575402274479
01,073,2021,58330,1064.383049795795
01,081,2021,57191,1141.5993223867688
01,083,2021,70736,1356.1504674787848
01,089,2021,71153,1190.5490105243455
01,097,2021,51169,958.8527384439407
01,101,2021,52511,1022.5520583323218
01,115,2021,65070,1346.55232306623
01,117,2021,82592,1360.314424514379
01,125,2021,57508,1230.1540077870204
02,020,2021,88871,1310.6941849692669
02,090,2021,78321,1472.6676729991075
04,003,2021,55077,1140.8561100672505
04,005,2021,61888,1713.5816132328591
04,013,2021,72944,1562.4489021496154
04,015,2021,49738,1306.1462085766789
04,019,2021,59215,1264.6210292854419
04,021,2021,65488,1627.5948043767482
04,025,2021,56170,1521.9683161801395
04,027,2021,52563,1180.4007674903569
05,007,2021,76887,1173.7642491460674
05,031,2021,51788,1063.3293955223992
05,045,2021,54845,1096.6889895212005
05,051,2021,49985,1095.8738410995468
05,085,2021,62561,1083.5688182885033
05,119,2021,55235,949.2881310548872
05,125,2021,68605,1198.1582400834013
05,131,2021,50226,809.1656425872378
05,143,2021,56610,1169.3647047631114
06,001,2021,112017,2476.695488522481
06,007,2021,59863,1374.817419008554
06,013,2021,110455,2467.770266430327
06,017,2021,88770,2027.3597761019946
06,019,2021,61276,1643.67924857662
06,029,2021,58824,1366.749316295928
06,037,2021,76367,2334.138341881199
06,041,2021,131008,3158.5418342185258
06,047,2021,58861,1586.8416569735962
06,053,2021,82013,2210.7519396107323
06,055,2021,97498,2546.835529258827
06,059,2021,100485,2508.060638359457
06,061,2021,99734,2284.375621668191
06,065,2021,76066,2091.318175752177
06,067,2021,76422,1846.611094751652
06,071,2021,70287,2008.11218748818
06,073,2021,88240,2323.229818582348
06,075,2021,126187,2991.847958798337
06,077,2021,74962,2008.6669749267228
06,079,2021,82514,2176.9506259592963
06,081,2021,136837,2907.5378614288716
06,083,2021,84356,2560.005735556984
06,085,2021,140258,2842.4798852527924
06,087,2021,96093,2788.517452317954
06,089,2021,61937,1260.084915546491
06,095,2021,89648,2140.432136237839
06,097,2021,91607,2253.642373180565
06,099,2021,68368,1703.5759850351196
06,107,2021,57394,1387.4675991123133
06,111,2021,94150,2433.7483251707504
06,113,2021,78386,1935.5737687543021
08,001,2021,78304,1671.302484830583
08,005,2021,84947,1601.570539114948
08,013,2021,92466,2078.6850214232786
08,014,2021,107570,1839.7457924328953
08,031,2021,78177,1697.5233612782279
08,035,2021,127443,1906.5893808619967
08,041,2021,75909,1510.9669466305575
08,059,2021,93933,1651.409963639936
08,067,2021,75089,1598.1755024419617
08,069,2021,80664,1569.074116115127
08,077,2021,62127,1275.5766978308316
08,097,2021,92708,9372.177325789698
08,101,2021,53430,1063.5850666524705
08,123,2021,80843,1444.7292932048324
09,001,2021,101194,2163.282010284002
09,003,2021,80320,1372.1065968093117
09,005,2021,84797,1305.9948520473429
09,007,2021,90833,1399.383080128746
09,009,2021,75043,1415.8295602665887
09,011,2021,79040,1314.0857223991875
09,013,2021,88525,1535.6687516894374
10,001,2021,63715,1432.2216410685053
10,003,2021,78428,1445.8705049334687
10,005,2021,68886,1992.137202000987
11,001,2021,93547,2113.7990563782064
12,001,2021,53314,1331.6303566012377
12,005,2021,60473,1519.3708163893743
12,009,2021,63632,1553.1632387838172
12,011,2021,64522,1904.4484081698479
12,015,2021,57887,1538.3210328532384
12,017,2021,48664,1320.675768960954
12,019,2021,74059,1526.2749549065309
12,021,2021,75543,2111.5283929398415
12,031,2021,59541,1350.7626850913487
12,033,2021,56605,1323.9849308842029
12,035,2021,62305,1580.0169351140146
12,053,2021,53301,1412.8008755453536
12,055,2021,46895,1106.1113518768968
12,057,2021,64164,1638.5592518296414
12,061,2021,61594,1710.2315853586804
12,069,2021,60013,1594.419677896454
12,071,2021,63235,1542.7156839408515
12,073,2021,57359,1093.2800863845723
12,081,2021,64964,1713.0829657960894
12,083,2021,50808,1295.6560118166244
12,085,2021,69769,1752.5418407001896
12,086,2021,57815,2104.1030090923045
12,087,2021,73153,2664.405550716518
12,089,2021,77504,1653.2168545237735
12,091,2021,67390,1604.6855690749908
12,095,2021,65784,1601.944308285051
12,097,2021,58513,1704.826353280202
12,099,2021,68874,2013.5887660354608
12,101,2021,58084,1597.8218190628866
12,103,2021,60451,1610.453236542683
12,105,2021,55099,1521.5830800439944
12,109,2021,88794,1813.5220875075663
12,111,2021,59807,1810.3729462708216
12,113,2021,77260,1606.5994869513243
12,115,2021,69490,1781.8293841865404
12,117,2021,73002,1526.5637573236033
12,127,2021,56786,1376.5114715574573
12,131,2021,68111,1942.5121192294166
13,013,2021,68365,1562.371497647198
13,015,2021,65559,1430.0466062693176
13,021,2021,43862,977.8499395594613
13,029,2021,81032,1595.742769198196
13,031,2021,50583,1119.1783159621325
13,045,2021,62498,1284.5432100982293
13,051,2021,61064,1342.017968714869
13,057,2021,90681,1742.634423773564
13,059,2021,44070,1326.897465325673
13,063,2021,51945,1336.120866064811
13,067,2021,86013,1541.5935154124672
13,073,2021,85928,1439.6482819199598
13,077,2021,83486,1511.8885841819365
13,089,2021,69423,1511.6280702909496
13,095,2021,42225,689.8444571731114
13,097,2021,67731,1486.1059001173219
13,113,2021,96084,1739.675224962413
13,117,2021,120999,1863.886509484968
13,121,2021,77635,1638.4774781525257
13,127,2021,60775,1522.789816500015
13,135,2021,75853,1624.1298234243884
13,139,2021,67571,1450.8929980890605
13,151,2021,73491,1626.4449293906382
13,153,2021,70313,1149.9519952631708
13,179,2021,50617,1240.1632364924571
13,185,2021,48703,1008.7485320005397
13,215,2021,50542,1019.6962639685936
13,217,2021,64767,1486.444315757747
13,223,2021,80234,1678.7024927787932
13,245,2021,46237,1086.341038244459
13,247,2021,64230,1474.0184392587778
13,255,2021,51972,1072.2200302085498
13,285,2021,49042,988.4074611296014
13,297,2021,71692,1568.484644608354
15,001,2021,68399,2054.936145067965
15,003,2021,92600,2269.832365609596
15,009,2021,88249,2605.692073663916
16,001,2021,75115,1612.511324457387
16,019,2021,64928,1158.1843484333901
16,027,2021,60716,1316.8055244850063
16,055,2021,64936,1593.5620713530927
16,065,2021,53498,1024.20464773114
17,019,2021,56939,1039.9849454731127
17,031,2021,72121,1622.2797970195468
17,037,2021,64019,1018.7352895661733
17,043,2021,100292,1569.9088146177255
17,089,2021,88935,1509.5149084296775
17,091,2021,61664,993.4788080727918
17,093,2021,101816,1746.907752238788
17,097,2021,97127,1562.880082673112
17,111,2021,93801,1595.031806939465
17,113,2021,70339,951.983651203015
17,119,2021,66882,838.984822273891
17,143,2021,58426,835.7455983655799
17,161,2021,58974,824.7692659558435
17,163,2021,63017,907.9111598933314
17,167,2021,66149,843.9299271416681
17,197,2021,95751,1607.8971780396569
17,201,2021,57779,865.2103812186683
18,003,2021,61456,894.901767613479
18,005,2021,71183,1020.7148010481584
18,011,2021,94843,1455.1261046998109
18,019,2021,62296,1103.9620531559267
18,035,2021,49321,799.6714766762353
18,039,2021,61182,854.2641312329273
18,057,2021,104858,1472.2649056097882
18,059,2021,79126,1310.4592996959357
18,063,2021,87961,1401.5958304972373
18,067,2021,59238,675.7954039131547
18,081,2021,77977,1322.0222210901509
18,089,2021,62052,1088.1450705790744
18,095,2021,54491,774.3078504327406
18,097,2021,54601,1048.0402957292347
18,105,2021,54096,1453.835880771266
18,127,2021,76736,1124.015965234399
18,141,2021,58599,981.4065291219298
18,157,2021,53468,1104.8363148323235
18,163,2021,54044,759.2527944103499
18,167,2021,48552,712.9610905025717
19,013,2021,57191,924.0065802929442
19,049,2021,93492,1297.9122202719036
19,061,2021,68198,790.0535136858914
19,103,2021,67414,1430.8125332613408
19,113,2021,70360,853.3738553254128
19,153,2021,73015,1042.4303009037646
19,163,2021,67675,884.9438926206204
19,169,2021,62578,974.9243310048137
20,045,2021,62594,1149.9640240811214
20,061,2021,54664,869.8479921499211
20,091,2021,96059,1289.3402475246414
20,103,2021,80853,858.3642602075403
20,155,2021,53359,628.9940815060057
20,161,2021,53296,1069.7168685118984
20,173,2021,60593,928.071144803991
20,177,2021,59848,835.5360274554486
20,209,2021,52366,928.528375643179
21,015,2021,87034,1359.7039735875617
21,037,2021,65580,1148.4313793345848
21,047,2021,45913,879.7071641189806
21,067,2021,61526,1177.3016926344142
21,073,2021,59498,757.1793891095919
21,111,2021,61633,1053.801934983293
21,113,2021,65196,1026.3751277960368
21,117,2021,68503,1111.9377048561053
21,151,2021,55002,751.0519131296068
21,227,2021,57625,997.1960763309374
22,005,2021,86256,1496.2695765242295
22,015,2021,58289,1141.7875368571242
22,017,2021,43153,856.9482426166481
22,019,2021,59470,1104.921321611883
22,033,2021,58167,1137.6465602934982
22,051,2021,58638,1286.4725557141198
22,055,2021,63311,1178.0092179856074
22,061,2021,38458,861.6498428679358
22,063,2021,71547,1351.0829916628225
22,071,2021,45594,1406.9842310168524
22,103,2021,70986,1335.0449008174153
22,105,2021,50659,1050.3448739289668
23,005,2021,80679,1846.9267166089448
23,011,2021,58097,1055.8306139069314
23,019,2021,55125,1154.0744782868999
23,031,2021,73856,1515.0561900669825
24,003,2021,108048,1887.907003461153
24,005,2021,81846,1487.9074111273276
24,013,2021,104708,1404.353169785814
24,015,2021,81817,1331.592013178319
24,017,2021,107808,2123.1703434762653
24,021,2021,106129,1695.2224772955876
24,025,2021,98495,1457.3131837026567
24,027,2021,129549,1921.4962442644562
24,031,2021,117345,1922.7948716652065
24,033,2021,91124,1728.802066414298
24,037,2021,102859,1512.4153231296393
24,043,2021,67349,1009.0646327072292
24,045,2021,63610,1246.81394900066
24,510,2021,54124,1418.201613951578
25,001,2021,82619,2024.6563603995846
25,003,2021,63159,1166.6314671406403
25,005,2021,74290,1469.7026539241133
25,009,2021,86684,2021.744739676612
25,013,2021,61310,1329.5122787042194
25,015,2021,76959,1771.741829056679
25,017,2021,111790,2327.4322479095317
25,021,2021,112089,2265.127517589567
25,023,2021,98190,2193.724086927072
25,025,2021,80260,2610.820720311685
25,027,2021,81660,1541.2687612922452
26,021,2021,55893,1113.8486548103203
26,049,2021,54052,848.477453637014
26,065,2021,58226,983.9143440906793
26,075,2021,57746,777.9466142836933
26,077,2021,61739,1039.0909939976448
26,081,2021,69786,1360.711092769294
26,093,2021,88908,1638.7364577053831
26,099,2021,67828,1133.3530443863274
26,115,2021,68006,971.2820732526266
26,121,2021,57047,954.395394010844
26,125,2021,86275,1454.9199068572277
26,139,2021,77288,1308.6271455968297
26,145,2021,52749,817.6455673858857
26,161,2021,79198,1706.7885881519717
26,163,2021,52830,1093.4375103469126
27,003,2021,88680,1391.2794817794181
27,019,2021,107890,1628.24112602528
27,037,2021,93892,1420.7330813885544
27,053,2021,85438,1516.7466107044127
27,109,2021,84656,1393.4395784120395
27,123,2021,71494,1312.2209472460138
27,137,2021,61213,1255.4740979789633
27,139,2021,109031,1483.9646873803258
27,145,2021,68212,1022.5701438655605
27,163,2021,102258,1700.4067712842289
27,171,2021,94276,1461.2647400821797
28,033,2021,73460,1404.589963809765
28,047,2021,51590,1041.5104590168523
28,049,2021,46179,1049.405804275257
28,059,2021,55107,1027.6592124371398
28,071,2021,54720,1653.1485752886867
28,089,2021,74688,1476.9857037000274
28,121,2021,72326,1342.8043105926301
29,019,2021,62653,923.2179379338827
29,037,2021,76924,1346.3033685793428
29,043,2021,69212,1047.7351465874403
29,047,2021,75596,1148.3704917086477
29,077,2021,50682,990.9665616107309
29,095,2021,60800,1080.8079563073868
29,099,2021,71285,1100.4886055977975
29,101,2021,59952,798.5085470250029
29,165,2021,85031,1275.4385320080985
29,183,2021,91792,1355.642757213554
29,189,2021,72562,1118.3824580107514
29,510,2021,48751,1022.8290893631647
30,013,2021,56377,970.9863117526396
30,031,2021,76208,1881.291752257401
30,063,2021,61423,1192.8586385132837
30,111,2021,65656,1114.1788014124722
31,055,2021,70683,1083.700545330121
31,109,2021,65086,1004.2238328848612
31,111,2021,61309,725.0463828432509
31,153,2021,88408,1168.5932028869202
32,003,2021,64210,1533.6403142304398
32,019,2021,63952,1485.3159479748886
32,031,2021,74292,1681.44155567694
33,011,2021,86930,1580.4313812269684
33,015,2021,101683,1831.3667090682047
33,017,2021,76560,1484.0243740835474
34,001,2021,66473,1485.8399836926974
34,003,2021,109497,2168.606834073119
34,005,2021,95935,1701.4467984716327
34,007,2021,75485,1600.0589539176747
34,013,2021,67826,1739.7189635988627
34,015,2021,93208,1953.7448370530135
34,017,2021,79795,2199.144437903829
34,019,2021,123373,1982.3621892528954
34,021,2021,85687,1932.7904354680604
34,023,2021,96883,1935.7079100653302
34,025,2021,110356,2233.9500863694634
34,027,2021,123727,2280.5854585755255
34,029,2021,76644,2029.2527862048162
34,031,2021,78386,1758.8217856574402
34,035,2021,121695,2040.7205356662605
34,039,2021,87369,2005.2248943645927
34,041,2021,85163,1462.4335476348733
35,001,2021,56920,1154.899596527793
35,013,2021,47151,1131.2887587149855
35,043,2021,68947,1416.8184664450444
35,049,2021,64423,1583.004643467869
36,001,2021,73810,1282.2765959027372
36,005,2021,43726,2153.7825994913296
36,007,2021,53982,961.6688637292126
36,027,2021,87112,1658.0429583231141
36,029,2021,62578,1091.3700474773432
36,045,2021,58271,1047.351762171004
36,047,2021,67753,2623.224653063406
36,055,2021,66317,1152.704740029245
36,059,2021,126576,2814.269784116355
36,061,2021,93956,3149.8151826677517
36,063,2021,60834,756.8805314994657
36,067,2021,66012,1209.8680163476918
36,069,2021,70694,1263.4783976656327
36,071,2021,85640,1768.2395958552595
36,081,2021,75886,2293.7069862748917
36,083,2021,76731,1143.918042235535
36,085,2021,89427,1833.5267489097225
36,087,2021,99707,2278.568204659434
36,091,2021,90800,1359.3575755281408
36,093,2021,69891,1101.4670263805654
36,103,2021,111660,3259.4768854093877
36,109,2021,64260,1732.0159426971722
36,111,2021,71040,1736.052828232517
36,119,2021,105387,2465.279254884141
37,001,2021,55078,1095.582569249996
37,019,2021,64400,1490.3475488327874
37,021,2021,59699,1454.1308910663408
